wealth,talent,lucky_cnt,unlucky_cnt
10.0,0.6217700780739004,3,1
2.5,0.5872609838743,1,2
2.5,0.5869863899350973,1,3
1.25,0.5835564231430809,1,3
80,0.8367784909200197,4,0
20.0,0.5386697360895288,5,2
10.0,0.5684577574161941,3,3
2.5,0.6271137641603381,4,6
0.15625,0.5615958374419607,4,6
0.625,0.6928087933051646,2,5
40.0,0.6792939656473558,3,1
2.5,0.6022421250697392,6,6
80.0,0.4973536497101706,6,1
2.5,0.7418858655016664,2,3
10.0,0.5381733327654092,3,3
10.0,0.369522245573593,2,2
0.625,0.5868057482742443,4,7
2.5,0.598727049239864,2,2
10.0,0.6560468845200684,3,2
0.15625,0.74616697034773,1,6
40.0,0.7601210613578955,5,3
10.0,0.6301056321147207,3,2
80,0.5663183050218512,7,0
5.0,0.5575789218100342,2,2
2.5,0.6471891210812234,2,3
2.5,0.6228498127358272,3,3
10.0,0.8673967423284523,4,4
10.0,0.45381937312772924,4,2
2.5,0.7768033046915442,3,3
1.25,0.6968616786638232,3,4
160.0,0.7383354799995709,6,1
20.0,0.4200375364629192,3,1
5.0,0.5624649598088469,5,4
10.0,0.7567507937257868,2,2
10.0,0.5506503920557666,3,3
10.0,0.6441539935172345,3,2
0.15625,0.6378611438880635,2,7
0.078125,0.5489930645031926,2,7
0.3125,0.5725334916033785,6,8
20.0,0.5690338219640438,4,3
1.25,0.43870503143141615,5,4
5.0,0.4488274863727998,0,1
0.625,0.5894427189110947,2,5
5.0,0.5645099734737835,2,3
10.0,0.679019718440891,3,3
0.625,0.5693646667737571,2,5
5.0,0.6205785519595051,1,1
1.25,0.6750261677393619,2,5
5.0,0.5956709120132948,1,2
5.0,0.6192831482470658,6,4
2.5,0.5171464829997139,7,5
2.5,0.3558727394943255,4,3
80.0,0.6551787485786843,8,2
0.3125,0.5755919836060138,2,6
5.0,0.4924324689796872,1,2
1.25,0.6135764390132742,5,6
5.0,0.7040009471940152,2,3
20.0,0.6386787598349917,7,3
20.0,0.666342235032229,5,3
40.0,0.8280914140971591,7,5
2.5,0.4377189850955513,2,4
5.0,0.5953118305040139,4,4
1.25,0.6039109673900613,0,3
1.25,0.7113832313633545,3,5
2.5,0.5213031779365015,3,4
1.25,0.5699372841568439,4,5
1.25,0.5053150635741278,1,4
10.0,0.6796160374882039,4,1
20.0,0.6504626680576768,5,2
5.0,0.6747852119216007,5,3
20,0.46014050031190284,3,0
0.625,0.42525292971298867,3,5
5.0,0.4819668196216881,3,1
1.25,0.622005842096265,3,3
10.0,0.5899288517259693,1,1
0.15625,0.6468234039144221,0,6
1.25,0.5096163145426967,6,5
2.5,0.559877332656669,1,3
0.3125,0.41139533838025366,10,7
10.0,0.6127393976722193,7,2
2.5,0.7605081780961374,2,3
1.25,0.5423967543198485,2,4
1.25,0.60967806379268,0,3
10.0,0.4806812052643666,2,1
5.0,0.541364724102525,1,2
2.5,0.48029950181531167,5,4
10,0.5140211570891735,0,0
40.0,0.500800740416597,6,1
80.0,0.7247414622357996,6,3
5.0,0.6352306777430412,6,6
640.0,0.7190287341325752,8,2
0.3125,0.5444186863091367,1,5
2.5,0.4554402091852775,3,2
5.0,0.4872084587711673,1,2
40.0,0.6725822901335885,4,1
2.5,0.4710554956549854,5,3
10.0,0.7182335238922224,3,2
80.0,0.7320330164784492,6,2
40,0.38610564627302657,5,0
0.625,0.6340529674687313,3,5
5.0,0.5038539198493488,5,4
5.0,0.6712386819309427,4,4
2.5,0.6278272217281924,5,4
0.3125,0.6606071362081546,5,9
80.0,0.667926326381077,6,2
320.0,0.7309215309411243,9,4
0.625,0.6123253003696383,4,7
20.0,0.6085881092692795,6,2
1.25,0.4714769168857091,2,5
20.0,0.7105320223451217,2,1
5.0,0.5999820460119393,1,1
2.5,0.6241383493645214,5,5
0.3125,0.5588841755397053,2,5
0.625,0.5959617137988792,3,6
0.078125,0.36161321439726213,4,8
0.078125,0.6290301801869665,2,8
5.0,0.6548754365661913,2,2
5.0,0.5379231910827899,4,3
20,0.7571224732643103,2,0
0.625,0.601624239782527,4,6
5.0,0.5505477277605046,4,4
1.25,0.6061401188146288,6,5
2.5,0.6454868948030031,1,3
10.0,0.7177681196913702,2,2
40.0,0.4999077827448548,7,1
0.3125,0.6434370775658038,2,6
20.0,0.571222659401927,3,2
2.5,0.6093171525742548,3,4
5.0,0.5702452559384642,2,2
1.25,0.5842899218373356,2,4
1.25,0.4651799477484214,5,5
20.0,0.6716613400374225,5,4
2.5,0.536569423883492,5,4
10.0,0.635404001766764,2,2
0.625,0.550138547966948,1,5
20.0,0.5363035947574195,3,1
160.0,0.6085376485891533,7,2
5.0,0.5362219915036958,3,4
2.5,0.653725773562392,2,4
2.5,0.4587153762856073,4,4
5.0,0.6930451299499558,6,5
10.0,0.62276717500488,3,3
40.0,0.4369495239427712,6,1
5.0,0.5087219824745702,3,3
1.25,0.5381918216124376,3,4
2.5,0.5345786703986724,3,3
1.25,0.6329598169925791,0,3
20.0,0.49944992627381307,4,1
2.5,0.6553528311289162,3,4
10.0,0.6098514874510341,5,4
40.0,0.6801795610725133,5,1
20.0,0.6442050600771887,6,2
0.625,0.6329643037957462,1,4
10.0,0.5506991211979169,3,2
10.0,0.601149853549195,5,4
5.0,0.6899802423504935,3,3
0.078125,0.5970615121453507,7,10
20.0,0.6837406852018519,4,1
5.0,0.7091964265244338,1,1
40.0,0.8275484410453168,3,1
20.0,0.5932252947853845,5,3
0.625,0.45213153199998746,6,6
2.5,0.6741876662840577,2,4
0.3125,0.5816064878253836,1,5
0.625,0.6287870964505036,2,4
0.625,0.6483367294451226,1,5
5.0,0.4042420804589806,2,3
10.0,0.5083168200073672,5,4
10.0,0.5620962189547186,5,4
10.0,0.6815670525130002,2,2
80.0,0.39567074012497216,6,1
0.3125,0.649097530527262,0,5
2.5,0.7295986082589898,2,4
1.25,0.601551753620943,2,4
1.25,0.4141009072003924,6,7
0.3125,0.6198382086619333,4,8
10.0,0.5556282637227492,3,2
5.0,0.8422157913236932,2,2
10.0,0.5677858342479712,4,2
2.5,0.46785613566031836,2,3
1.25,0.4791657844426565,4,4
10.0,0.7696533274738803,7,6
5.0,0.4765480328371765,4,3
1.25,0.5582917916119728,2,4
40.0,0.5842737464320317,4,1
0.0390625,0.5345679049122699,1,8
2.5,0.46859182098289565,1,2
2.5,0.5657881352769207,2,3
40.0,0.6562525110926669,6,4
0.078125,0.4779864970820793,0,7
5.0,0.661462702246785,8,7
5.0,0.629736688845753,3,3
2.5,0.6733417629725972,6,7
2.5,0.6900854453447272,5,4
1.25,0.4657319004173982,3,5
10.0,0.5930318008991486,3,2
10.0,0.6288353215955557,8,6
10.0,0.360609900341443,5,2
40,0.4896856641968732,3,0
1.25,0.5485602823699623,0,3
2.5,0.43533505470885586,0,2
0.3125,0.6090952273732775,4,6
2.5,0.48018144042046357,2,3
0.625,0.5575411695583474,3,4
1.25,0.6413501172003158,1,4
40.0,0.780629320463838,5,3
1.25,0.5930114394533604,7,8
20.0,0.5433225747038682,3,1
0.15625,0.4305253660723944,3,7
1.25,0.5790952624690594,3,4
5.0,0.6166469235230909,6,5
5.0,0.5721822155356548,4,2
1.25,0.7386324356230474,2,5
80.0,0.6453387856465883,6,1
10.0,0.6925021974843716,6,5
40.0,0.8522689779229409,5,1
0.625,0.8294080458290843,3,7
1.25,0.6560650059656998,2,4
0.3125,0.4786607842488347,4,5
2.5,0.629571553411153,4,3
0.625,0.46685900953206916,1,4
0.625,0.5227867497545893,0,4
20.0,0.7799599669508531,4,1
5.0,0.5641317446368179,3,3
0.3125,0.558203545125726,1,5
20.0,0.4649589880717131,4,2
10.0,0.564714333347373,3,2
10.0,0.5068616776223002,6,4
5.0,0.6634635099763904,5,3
80,0.6711441558941523,3,0
20.0,0.5472184458309509,8,4
20.0,0.5243645599727199,3,1
1.25,0.6298334950249785,5,6
2.5,0.6129509326502929,2,4
2.5,0.6718951415143531,1,3
10,0.5381355318668701,1,0
0.3125,0.5350155338096874,1,6
2.5,0.5573173612304586,4,3
5.0,0.553028527794715,4,4
10.0,0.4328643811072317,6,1
40.0,0.48447830434185574,6,3
1.25,0.6666193810147978,2,5
0.625,0.656926020878106,3,7
5.0,0.5489501785131401,4,2
2.5,0.7213458241081007,0,2
2.5,0.7778854522114531,2,4
0.625,0.7386080925932561,2,6
5.0,0.5167430115560608,2,2
0.15625,0.5938714943026312,2,6
2.5,0.7110610607162311,2,3
2.5,0.5489351636461762,3,4
1.25,0.644746252854161,4,5
10.0,0.6360954063073846,3,2
20.0,0.44678807594995296,2,1
10.0,0.7093193601230201,5,3
2.5,0.6152551886100307,2,3
5.0,0.588162784359175,1,2
10.0,0.5755441796028568,5,3
0.3125,0.4402123771264964,5,6
2.5,0.5730150808839436,4,4
40.0,0.5329479828338093,5,1
10.0,0.7777110769683956,2,2
5.0,0.5399894123102584,4,4
1.25,0.3916718613873822,1,3
20.0,0.7238911448601966,3,2
2.5,0.7206262658536389,5,7
2.5,0.5975965658216691,3,2
40.0,0.6666660788568083,3,1
5.0,0.6764834840899144,3,4
2.5,0.5768696166640455,3,4
2.5,0.5967807932325327,6,6
0.15625,0.40273180507535145,3,8
20.0,0.7175246551579034,6,3
0.625,0.477075892459796,2,6
10.0,0.6304251232007569,7,4
1.25,0.5789004424273941,0,3
1.25,0.6392065311255273,3,4
1.25,0.5532971812715154,2,4
0.625,0.42453428149852923,7,9
0.3125,0.5010498546279674,3,6
1.25,0.6335289092272977,4,5
10.0,0.5821024875081096,4,2
2.5,0.445143154507724,6,2
2.5,0.5460572768188174,5,2
0.625,0.4929320157509595,3,4
5.0,0.48514562754202345,3,2
5.0,0.7767894741664001,4,4
40.0,0.4733163629035124,5,2
2.5,0.5459151079822014,2,4
5.0,0.47208728803985534,7,5
2.5,0.37165266038406564,3,2
2.5,0.6103114906701748,5,5
80.0,0.7458154012038589,7,2
0.15625,0.4832796911498972,3,7
5.0,0.678354531894144,1,2
1.25,0.5579308042889397,2,3
80.0,0.5758026779853916,4,1
20.0,0.5813213761993818,4,2
2.5,0.5546559591912485,1,3
20.0,0.6467325610005595,7,4
80.0,0.6314454022504153,8,4
2.5,0.7006401318984837,4,5
20.0,0.6193047425117361,8,3
0.15625,0.6087206088091833,2,7
10.0,0.6050919734484406,6,2
2.5,0.650766567160801,2,4
2.5,0.5787293405745806,1,3
40,0.5585448726884972,6,0
10.0,0.6912986199054831,4,2
1.25,0.5105411019896365,2,5
1.25,0.48042571892251196,4,5
1.25,0.7035765706474261,1,3
20.0,0.5913714338862184,2,1
20.0,0.5702334080252041,4,3
10.0,0.4102072317138439,4,1
20.0,0.6066894708040914,5,3
5.0,0.6036224859840302,4,1
20.0,0.5101767160279387,4,2
10.0,0.5910340183471902,3,2
1.25,0.7581790372323044,3,5
10.0,0.5755276224558757,2,2
0.15625,0.6520682598739049,5,7
80,0.7084546671427563,4,0
0.15625,0.6581387262058016,3,7
1.25,0.6983755533848288,5,5
2.5,0.6309433560552453,0,2
5.0,0.5734290765476403,8,4
2.5,0.4957384992773713,4,3
5.0,0.5484959199196865,0,1
10.0,0.5099358056226206,5,3
2.5,0.8406770089954101,2,4
2.5,0.6118600535847509,3,5
0.3125,0.46575651284467534,2,6
10.0,0.681345348506377,5,4
0.625,0.574301409702558,3,6
5.0,0.44272365271224734,2,3
0.3125,0.6947312382270967,2,7
640,0.6329661964716737,6,0
2.5,0.6402071160871107,2,4
0.625,0.4690692586019959,3,6
10.0,0.6727361106951913,5,3
20.0,0.6033190698245386,4,3
2.5,0.6496719011397021,3,3
5.0,0.5591612419055159,3,3
2.5,0.734871841966865,1,3
0.3125,0.5637108892196725,2,5
10.0,0.7945332308710451,3,3
2.5,0.557316694804441,2,3
2.5,0.5082173392761241,7,6
2.5,0.485868890264124,3,3
160.0,0.6931060614083385,8,1
0.0390625,0.6374107713243987,3,10
5.0,0.5930194293479235,8,5
10.0,0.6306592468845105,7,5
0.3125,0.5264582037529737,1,5
0.078125,0.5965540945425855,2,8
0.625,0.5472220305221214,5,6
80.0,0.7147466246417871,6,2
10.0,0.6451896991352721,3,2
10.0,0.6088548730388589,4,3
40.0,0.7003309105242319,5,1
10.0,0.5462164271863408,9,4
5.0,0.6344776980751092,5,5
1.25,0.6429820408413331,3,4
5.0,0.6741045969706675,7,3
5.0,0.5336625212956498,1,2
2.5,0.5445653615999995,1,3
5.0,0.3633817974410674,0,1
1.25,0.6517065335455522,1,4
1.25,0.7268436457494291,0,3
0.3125,0.6437189884362914,1,6
10.0,0.580217662492026,7,6
0.15625,0.5949540905090672,5,8
2.5,0.6047440271228409,1,2
320.0,0.8940206829415211,7,1
2.5,0.45271228108276557,2,2
10.0,0.5943121135304029,9,5
0.3125,0.6274926111920381,4,7
10.0,0.6339372335893523,3,3
1.25,0.597988423692475,5,6
5.0,0.4987100562897302,3,4
5.0,0.5185071464229102,5,5
0.625,0.6496972877965317,2,5
2.5,0.6439001292972462,3,5
1.25,0.8091388640390683,3,6
1.25,0.5178962368339466,1,3
5.0,0.615786835590461,2,2
0.3125,0.5424154498157215,1,5
1.25,0.6368727983874274,3,4
10.0,0.5507760667562525,3,3
0.3125,0.4776569143348953,0,5
40,0.7126678575195619,2,0
80.0,0.5952437257355843,6,2
0.625,0.5252760333199745,0,4
10.0,0.6336436017720313,5,3
0.625,0.46711794473890944,5,5
20.0,0.5378769980275863,6,3
1.25,0.6826745038212817,2,4
2.5,0.3509388190852678,4,2
0.625,0.5925623819827226,2,6
40.0,0.8139223186538214,12,7
1.25,0.49404534375946263,1,4
0.3125,0.6802068438369453,0,5
1.25,0.4726160350547478,2,5
0.3125,0.5721905981614194,4,7
10.0,0.8111184781524527,3,3
2.5,0.5705682098493967,5,3
2.5,0.640395109400926,5,6
2.5,0.4441468764131953,2,3
10.0,0.545663464190324,6,3
5.0,0.7104893566044599,1,2
40,0.6350868924817409,5,0
80.0,0.5377177475365126,7,3
10.0,0.5207417788826396,4,2
0.625,0.6878145712350241,2,6
0.078125,0.6658006333717479,3,9
5.0,0.7914148324036314,2,3
5.0,0.6871657545787857,5,5
10.0,0.6089519013574606,1,1
0.3125,0.5665094975366577,2,7
10.0,0.5634668604871425,7,5
1.25,0.7672208763532116,1,4
20.0,0.5584341768844483,6,3
20.0,0.6285186380562209,5,3
1.25,0.6574919199785477,1,3
5.0,0.39687729724852094,6,1
1.25,0.6310055002244248,2,4
2.5,0.6868857515409522,3,4
5.0,0.5669452379204986,2,3
10,0.36562910579000185,3,0
5.0,0.5601748168822532,7,4
80.0,0.5148046317879339,9,4
0.625,0.5394737319862168,2,5
2.5,0.5157550784216,4,3
1.25,0.45132158655520704,0,3
2.5,0.5988868556102315,0,2
10.0,0.7330682570817324,3,2
5.0,0.6683378132475721,5,3
5.0,0.5163399007499574,2,2
0.3125,0.5272170620336777,1,5
1.25,0.7702525812541241,4,7
1.25,0.6393820207374225,4,6
40.0,0.6693899516061587,5,2
2.5,0.5063403364410967,2,4
20,0.5737698705566063,1,0
5.0,0.7230332573089271,3,3
2.5,0.7161420046910197,3,4
20.0,0.7819940922183344,4,2
10.0,0.6661734613280215,3,1
40.0,0.7643308134544051,6,3
0.3125,0.5348636503930279,1,5
1.25,0.5599210263778338,1,4
5.0,0.6380160513158146,4,4
40,0.5968489638311271,3,0
2.5,0.5628881708719308,2,3
1.25,0.3682277811909547,6,5
1.25,0.8369695852091074,4,5
5.0,0.5179280438246524,3,2
0.3125,0.4455785844804698,7,7
1.25,0.7375835179278403,1,4
0.625,0.5500791669105827,7,7
2.5,0.5518979853032766,0,2
0.625,0.597292773360893,4,5
2.5,0.48103958331321794,2,3
5.0,0.45511097996076255,1,2
0.625,0.40403049767565125,2,6
10.0,0.7195123271862245,8,6
160.0,0.612830338829831,6,2
80.0,0.5074091079200316,6,2
0.625,0.5099478747788684,5,4
20,0.5976704511351766,3,0
5.0,0.3902334293403107,8,5
20.0,0.6654157505657274,2,1
5.0,0.7405371410274278,2,3
10.0,0.5276591687777917,3,3
5.0,0.683191316843285,3,4
20.0,0.5333797852242553,3,2
40.0,0.7718235596715501,4,2
1.25,0.4586963711100263,1,3
10.0,0.6767254507976093,4,3
5.0,0.6170046826057034,4,3
0.625,0.46562853106515256,1,4
5.0,0.3965131186670455,1,2
160.0,0.7362017346422339,9,5
40.0,0.8006511032723119,6,2
5.0,0.679283829052479,2,3
640.0,0.7071022722906528,11,3
10.0,0.6919877299908381,5,4
10.0,0.5928888359006634,4,4
40.0,0.67614647313692,6,2
80.0,0.7387401946991712,4,1
80,0.6899238049319811,5,0
20.0,0.5424468010324799,6,4
5.0,0.5221003336318291,4,3
0.625,0.5962364635449958,7,7
20.0,0.5752837768736996,4,3
20.0,0.7527799941256473,4,2
2.5,0.6642046738504999,6,4
2.5,0.5481033394728483,6,5
0.009765625,0.7597054204345022,1,10
0.3125,0.5145114868518098,4,5
0.625,0.7350668103824819,2,6
2.5,0.6111054223545261,2,3
1.25,0.7360303735174,2,4
5.0,0.600140688949026,3,3
40,0.6019760773834161,2,0
2.5,0.6800908047808738,5,6
5.0,0.5885100677840166,4,3
5.0,0.4034871855860597,3,3
20.0,0.5524157917177135,3,1
2.5,0.5389462985795621,1,3
1.25,0.569974555306912,5,6
40.0,0.6818451872322215,6,2
1.25,0.7520631884735125,2,4
10.0,0.5029229372280563,4,3
10.0,0.49764327403491887,4,1
10.0,0.6526153901986461,2,2
0.01953125,0.7207101811798419,2,10
5.0,0.6101665865751332,3,3
1.25,0.589454890068711,1,4
5.0,0.6760167231162904,3,3
0.625,0.6663641026124258,2,4
2.5,0.6639129149082509,5,5
10.0,0.7687577244644606,7,5
0.625,0.5859832844419427,2,6
1.25,0.5740770659172044,0,3
1.25,0.6759102117195611,3,4
1.25,0.6942548770005903,1,4
5.0,0.499429769778029,10,5
2.5,0.570438745036916,2,3
0.625,0.5123322208830765,2,4
0.078125,0.45736309210954496,4,8
1.25,0.636682150519646,6,8
5.0,0.7294029000299862,2,3
0.625,0.9068934534200551,3,6
10.0,0.5504780847591173,5,2
5.0,0.6634475256217839,4,2
2.5,0.6183047258822955,6,5
5.0,0.5841552034248515,7,4
0.625,0.6693422750327478,3,5
0.625,0.42917356184835853,4,5
5.0,0.6625175296211,4,4
2.5,0.5380272652272844,3,4
5.0,0.33854179540595547,7,4
20.0,0.563034347666683,5,3
20.0,0.48033178781350766,7,1
2.5,0.47492020730510837,3,3
0.3125,0.5936218583593008,3,6
20.0,0.44300743726319425,5,2
2.5,0.6149145304924639,4,3
10.0,0.557255927860473,7,3
2.5,0.6801853085399295,4,4
5.0,0.46635693619193264,5,5
0.625,0.735207104681511,3,7
1.25,0.4588149060071437,3,6
5.0,0.6144329423215013,1,2
10,0.5853507681998387,1,0
40,0.597165604651617,3,0
10.0,0.7171946593984566,1,1
2.5,0.418798105358273,2,2
5.0,0.5722641934706286,1,2
2.5,0.6532550101811142,4,4
10.0,0.5540569483185537,2,2
2.5,0.4312412153731564,3,3
40.0,0.6421286271922424,6,3
1.25,0.6233729752483375,3,6
80.0,0.6200922098430581,7,3
2.5,0.6920302309805871,3,5
5.0,0.5787172006148261,5,4
20.0,0.6338014403130705,3,1
40.0,0.8801191023559203,6,4
5.0,0.7853184175225189,4,4
5.0,0.6058903274194463,1,1
20.0,0.5440605035137811,6,3
10.0,0.5806840402049213,3,1
2.5,0.7236683052723137,2,4
20.0,0.49130962811475837,4,1
1.25,0.8966633171291154,3,5
5.0,0.5571851080256299,2,2
1.25,0.5394364862213775,2,5
2.5,0.7021967341342799,2,4
5.0,0.6179428365733488,3,3
5.0,0.6099138452044198,2,2
2.5,0.598593909384515,3,4
5.0,0.608803886248764,5,3
1.25,0.593484460324717,6,7
0.01953125,0.6485718627761772,4,9
0.15625,0.3756849327802412,6,6
10.0,0.5620754907913147,3,2
2.5,0.5714385468770334,5,6
1.25,0.5078811999830128,2,4
5.0,0.6477388843203498,8,6
10.0,0.5686059437206958,4,2
10.0,0.4714068637614883,3,1
0.625,0.4283478274219653,3,5
1.25,0.45053283618296147,5,5
5.0,0.6243930033999524,4,3
2.5,0.4431215380605423,3,2
5.0,0.5654700013488035,4,2
2.5,0.6780028508270471,4,5
20.0,0.4275459678835096,9,5
10.0,0.5318866662058435,1,1
0.15625,0.4823695214565681,3,8
10.0,0.6739225909610771,4,4
0.625,0.7731584755699791,1,5
10.0,0.594609426543842,6,2
20.0,0.6510330462900391,4,1
1.25,0.626078344948705,1,3
20.0,0.5870294322137821,4,2
80.0,0.7006065397852539,7,3
5.0,0.5942576969791863,5,3
1.25,0.4575413653168484,3,4
10.0,0.6169717615764685,6,4
10.0,0.6454880128485142,2,2
5.0,0.7365517317693897,2,2
1.25,0.4879463393132636,4,6
10.0,0.6304977571652199,3,1
5.0,0.6586395293695757,3,2
10.0,0.46015561184364306,5,2
1.25,0.5710113768955937,1,3
1.25,0.3943621225314658,5,3
40,0.6082592770495409,4,0
0.625,0.5831953034335395,1,5
2.5,0.6300302766443177,0,2
2.5,0.571817598295409,3,3
0.625,0.5554307009194378,2,5
2.5,0.6100239772189505,5,5
5.0,0.6363407445902224,4,2
5.0,0.6209103000659341,3,2
40.0,0.6311537055237534,5,1
0.625,0.638875091790748,2,5
20.0,0.6074754116710809,5,4
10.0,0.5968200390548312,1,1
1.25,0.6255015018745911,3,5
2.5,0.7117145563241536,0,2
40.0,0.4700992484973904,3,1
0.625,0.7090020213433368,1,5
1.25,0.49964896519479846,5,6
0.625,0.5188733840305744,1,5
10.0,0.7177474936304686,7,3
0.625,0.7212581441806594,1,4
1.25,0.6678921577975909,1,4
40.0,0.5772609767688791,5,1
1.25,0.7347935154250026,7,7
10.0,0.5948999211971657,2,2
40.0,0.5877600723996422,7,4
10.0,0.6617538376033693,4,1
5.0,0.6412500029235234,4,4
2.5,0.5140586121885636,2,3
20.0,0.5285286083730759,6,2
0.625,0.5829215547664981,2,5
10.0,0.5113553340397003,5,2
2.5,0.6474439512146203,7,6
0.3125,0.6877290485705987,1,6
1.25,0.68601644422494,4,5
20.0,0.531806139820277,4,2
5.0,0.6008945998416911,3,2
40.0,0.7585927879718208,8,3
10.0,0.6999932990683125,4,4
1.25,0.5734361093438822,3,5
1.25,0.6329872158277057,5,6
5.0,0.46905127110537964,2,2
10.0,0.6811435040791499,3,3
0.3125,0.5506409510526127,4,7
0.625,0.626081296306573,9,7
5.0,0.5856716063951753,4,4
20.0,0.6207603070465557,3,1
0.625,0.7028477582574626,2,4
5.0,0.6309826247307844,1,1
5.0,0.6692311725353248,4,5
2.5,0.5566793807337409,5,5
160,0.6099665263766951,6,0
10.0,0.47637353542254696,4,4
10.0,0.47782638500216806,6,3
40.0,0.5761405947850161,3,1
0.3125,0.5109864702001299,2,6
5.0,0.6457445232916526,4,1
20,0.5215189336501416,2,0
0.625,0.5698266359906795,4,7
40.0,0.4704580420290174,6,3
5.0,0.35100043219255783,2,1
0.078125,0.5586835692051675,2,9
5.0,0.5298990945230972,6,3
10.0,0.649883194321123,5,5
2.5,0.6147718129170077,1,3
1.25,0.780148805454401,1,4
5.0,0.49229892248343066,0,1
40.0,0.7097126347794958,5,1
0.625,0.5853466364354885,4,6
2.5,0.49426904582322184,1,3
0.3125,0.698608288779857,2,5
20.0,0.637485310524468,3,2
1.25,0.6222058864178364,5,7
20.0,0.7381153446826156,2,1
2.5,0.6874590242669008,3,3
5.0,0.45710688154588147,9,6
40.0,0.567735564037584,7,4
20.0,0.6926988828015517,8,3
20.0,0.609358256355037,5,2
5.0,0.5771725048272044,1,1
1.25,0.6595171307212363,0,3
10.0,0.6218243706771327,3,1
2.5,0.5234525252209125,2,3
1.25,0.5210606440896712,3,5
5.0,0.5542864433353164,5,2
20.0,0.7638515013018428,3,1
2.5,0.6287004790773193,6,5
0.15625,0.5200539119428172,3,6
40.0,0.6197942805105973,5,3
1.25,0.5089205285389825,5,5
640.0,0.7077990970368214,10,3
1.25,0.5724368030786013,2,4
2.5,0.46384138775513883,3,3
5.0,0.5211732229922065,6,4
10.0,0.511075887719405,2,1
5.0,0.6239309405099578,1,1
80.0,0.4647548472042373,6,2
1.25,0.6946347348747679,4,6
0.3125,0.5497522910378787,3,5
5.0,0.6633769047431092,3,3
5.0,0.5638286564675259,4,4
5.0,0.45424751309824907,2,1
2.5,0.6886636978269391,3,4
1.25,0.5743417630601202,4,3
10.0,0.538608956032368,3,2
10.0,0.6762167503545471,6,3
40.0,0.6637610470096242,6,2
1.25,0.7642851641454473,5,5
2.5,0.7158552856763073,3,4
2.5,0.5505390463891712,5,3
40.0,0.5576137812365589,5,1
0.625,0.4639701066248615,3,6
20.0,0.5088028863940854,5,1
2.5,0.5656276710631073,2,3
2.5,0.5795545669186255,6,5
0.625,0.773492490645699,2,4
0.3125,0.608206157534538,3,6
0.625,0.6899869998318884,5,8
20.0,0.641252614406437,6,3
2.5,0.6866485040329365,4,3
20.0,0.5127069384254024,6,4
5.0,0.8061756297002853,3,4
0.625,0.6767356583362256,4,7
5.0,0.5201537710226157,3,3
1.25,0.6882356351687463,9,6
0.3125,0.5207707747089946,4,7
1.25,0.4776898791899171,3,5
5.0,0.497000977305326,5,5
0.625,0.5353127580602806,3,5
20.0,0.5071053849835829,4,1
1.25,0.5742349677289347,4,5
40.0,0.6785924272710294,7,1
5.0,0.4512290431406761,2,2
0.625,0.5994423263768962,4,5
5.0,0.7215646504782346,4,5
1.25,0.7245704477880581,3,5
80.0,0.7504305139762504,6,3
20,0.5729190537068903,3,0
160,0.7902544190820241,4,0
2.5,0.714879277122437,6,4
20.0,0.6558220687365777,5,3
40.0,0.528292865754405,8,1
2.5,0.6609275635981873,0,2
2.5,0.564324639455886,2,2
10.0,0.5879212245840175,5,2
20.0,0.6708457699952041,6,2
80.0,0.5873617776750957,7,3
