wealth,talent,lucky_cnt,unlucky_cnt
10.0,0.4838149648058129,3,3
10.0,0.5979129904936104,2,3
10.0,0.5334089011609912,5,8
5.0,0.7144659204383509,1,4
5.0,0.6135117548969117,1,5
20.0,0.5763438331064511,4,4
160,0.6936286241350189,5,1
10.0,0.6583115257678093,3,5
2.5,0.6782258246329488,1,7
5.0,0.6195078975085325,5,3
5.0,0.5387318128849007,4,4
20.0,0.5994352968697513,5,5
10.0,0.5030312691761507,6,3
1.25,0.6013458692545899,4,4
1.25,0.482631688441009,1,5
80.0,0.6598826697234258,5,5
0.3125,0.511472966587521,3,9
1.25,0.47398703184558666,3,5
20.0,0.44377719964782114,4,2
80.0,0.5608979973885669,5,5
20.0,0.5504829009497185,7,3
20.0,0.5907707708317175,5,2
5.0,0.47862571808997556,5,4
40,0.7597708618382777,3,1
5.0,0.601661259737184,4,5
1280,0.5062328464324845,9,1
40.0,0.44419905704307816,7,1
2.5,0.5578165719413118,5,4
20,0.6858993623431633,2,5
20.0,0.6385131127661086,5,2
1.25,0.4177060852837811,1,8
5.0,0.5427077870657299,1,5
20.0,0.6933384497200344,4,3
1.25,0.5058111769746529,5,7
10.0,0.46936833312645615,4,5
20,0.5230532319845239,2,3
20.0,0.44081543339873597,5,2
40,0.6085986095963398,5,1
2.5,0.5138938544383989,1,6
10.0,0.6345334934383329,1,7
320,0.6231509172127853,6,8
5.0,0.6432308496688902,1,6
2.5,0.6592561903401815,1,6
40.0,0.697712710735866,4,3
2.5,0.6509268222041629,4,11
0.625,0.48878284333681854,6,10
10.0,0.5875622224159703,1,5
0.625,0.6728010571117344,2,7
160,0.6104476182936517,8,7
5.0,0.4786901184771817,4,7
20.0,0.6642851522320645,5,7
10.0,0.6167812051789052,1,4
80.0,0.6406710239762405,7,6
1.25,0.688190075567409,2,7
160,0.7068725769148303,5,3
20,0.7933726420820046,2,1
10.0,0.5227914823059563,6,7
640,0.6359147352063268,10,5
80.0,0.7365884583256124,5,3
40.0,0.6576939791448129,7,6
40,0.4585662495249566,3,4
1.25,0.42709657712466054,1,4
20.0,0.512723985780749,2,3
5.0,0.5925319230186047,2,5
1.25,0.42743589963931317,3,7
40.0,0.5920785744252577,3,2
20.0,0.4962683107689229,3,4
10.0,0.5603728355663624,4,1
20,0.8171753297382301,1,3
20.0,0.6421338575822353,6,5
20.0,0.6579936143440999,3,7
80.0,0.7985229010428718,8,3
20.0,0.6878200660014895,2,2
1280.0,0.6507002988387836,11,2
20.0,0.6154382981381594,2,5
5.0,0.6084102148629876,4,6
20.0,0.7012243647624018,3,4
20.0,0.6390168929173278,6,5
40,0.5837577300025937,2,1
0.3125,0.5825089981918214,5,11
20.0,0.6789051209415754,2,6
2.5,0.550627224886682,3,6
640,0.7522617677053397,6,4
2.5,0.5064939570662156,4,5
10.0,0.5715138978381226,3,2
10.0,0.6413346074870859,4,5
40,0.5333015148689184,5,3
5.0,0.541228277419975,7,5
20.0,0.5300257896685576,3,4
5.0,0.544380583216559,6,7
80.0,0.6341952385217966,9,5
40,0.5786204272741737,5,2
40.0,0.642713620509682,5,3
5.0,0.7396777304215247,3,9
2.5,0.48594783439336436,2,5
320.0,0.5101405793170691,8,2
40.0,0.6958401509218086,5,8
20.0,0.49365919302825856,5,7
5.0,0.5987167208827798,1,4
10.0,0.622121885458324,3,4
40.0,0.4354230553182878,9,5
40.0,0.5500916335528298,5,2
80.0,0.667628867501521,6,6
5.0,0.5755499569513083,6,9
5.0,0.5307166241000261,1,6
640,0.6099198335811461,9,3
20.0,0.45695673569981404,3,4
80.0,0.6540312721900086,5,2
5.0,0.6350835983579851,1,6
20.0,0.6059297023036971,8,3
40,0.6854803133383691,4,6
80,0.6452320571371162,6,3
320,0.7601879371535403,7,3
5.0,0.6070482535450417,3,7
0.625,0.5326107129505531,3,8
40.0,0.6094857715079935,5,5
40,0.7182318500408309,4,2
80.0,0.573083083022474,7,6
5.0,0.5246467359586331,4,4
80.0,0.6269171387527948,6,4
10,0.73137933805864,0,4
10.0,0.5979258128797502,3,4
5.0,0.4939974495709543,2,4
40,0.6555917109575063,4,2
20.0,0.6094414701705804,5,3
20,0.7891011531127431,1,2
10.0,0.7865540153486617,2,6
2.5,0.4894545932143278,0,3
2.5,0.52852556927949,3,5
5.0,0.5473681800762478,2,5
0.625,0.5659698870078214,0,9
20.0,0.5817896745049592,6,4
5.0,0.5970391547596061,4,5
20.0,0.47424785309318485,7,2
5.0,0.574203832867909,3,4
2560,0.5949492104295301,12,2
80,0.7391919997500876,4,5
1.25,0.6744462196355276,3,5
5.0,0.5421270133892307,1,4
5.0,0.6517835065799318,5,6
40.0,0.6102838752607367,5,3
2.5,0.5302970215178214,1,2
5.0,0.5319125884806637,5,6
2.5,0.5756322953807815,2,3
2.5,0.7803488695776902,4,4
20.0,0.7283986817631346,4,6
10.0,0.5292858769535762,6,6
20,0.6250483887481967,2,0
20.0,0.6354832926256229,2,8
20.0,0.6127795408794783,7,4
5.0,0.568168803925321,3,5
80.0,0.6587587114716671,6,2
10.0,0.4393184055967557,5,4
40.0,0.5697554755305665,6,7
5.0,0.7340291719271159,3,2
10.0,0.5204093489083583,5,6
5.0,0.5559397078115678,4,3
10.0,0.5860765415363339,6,3
80.0,0.7349374338863814,9,3
40.0,0.5410096364556143,3,4
20.0,0.5903705713985257,4,6
0.625,0.5963009929343674,0,8
10.0,0.5925531890602954,1,2
160.0,0.7272373804426004,7,5
1.25,0.4755604053299044,4,9
320,0.7230728047266325,5,4
40.0,0.5653501569159782,4,3
5.0,0.4698957434233765,4,6
20,0.7349379257602804,2,1
40.0,0.7668017047439037,3,2
80,0.501421393649887,6,3
10.0,0.6466625823514861,4,8
5.0,0.5598184798769918,4,5
20.0,0.46694989305283907,6,4
40,0.6816117456284377,3,6
20.0,0.6466088060337012,4,3
20.0,0.49629791619109376,4,2
40.0,0.6931275176532405,4,2
320.0,0.7100782696668686,8,8
40,0.706762053726473,4,2
40,0.6811062658673811,2,3
10.0,0.5441660771959373,3,4
20,0.6936113116381816,2,3
5.0,0.4871796489961104,1,6
2.5,0.6418966784548679,2,5
320,0.6649010354455988,9,1
20.0,0.6790300405647178,4,6
2.5,0.620052533059897,2,6
5.0,0.6618522599287308,2,3
5.0,0.4805836212968182,6,6
40.0,0.8181292784802625,6,6
20.0,0.5472236610086175,10,5
80.0,0.602281864268768,7,5
80.0,0.5431841575438552,8,6
10.0,0.6974986848426241,1,2
80,0.5585798318875866,5,6
80.0,0.5394238982636477,8,2
40,0.7365175552537802,2,1
1.25,0.6395996460502635,5,9
2.5,0.5430305194387018,3,7
20.0,0.39092939214024197,3,4
20.0,0.6511090542697008,5,8
10.0,0.6726363522600882,1,2
80,0.7690598938453572,4,3
40,0.5965077646217818,5,4
80,0.685776161343068,7,2
2.5,0.7045293239328585,2,8
160.0,0.5993073751473234,7,5
1.25,0.4079754194851829,3,4
80.0,0.721085064042828,6,3
40.0,0.5135439052704306,4,3
80,0.6783449435189872,5,1
40.0,0.8314234574316991,7,10
80.0,0.575785375423058,6,2
10.0,0.5962141053720675,4,4
5.0,0.5791755613663125,9,8
40.0,0.5666889202534215,4,7
0.625,0.47089972110958145,2,7
40.0,0.6499046979780013,4,8
20.0,0.5902630450143932,2,1
5.0,0.42248574871152117,3,3
2.5,0.6633531469740719,2,5
10.0,0.6350525052327591,1,3
5.0,0.5500255952417592,3,3
160,0.5385137774226196,5,3
5.0,0.48126063048918966,5,6
20,0.7974866114547557,2,2
40.0,0.6513199027928765,5,4
40,0.629883705600701,5,2
20.0,0.622780796219722,3,2
40.0,0.5754924085121704,6,3
80.0,0.5609734637076208,4,3
1.25,0.5662059493521662,3,4
20.0,0.625136004205525,4,9
160.0,0.7145434156529702,7,3
20.0,0.6287282448992143,5,4
10,0.8170731837817231,1,6
1.25,0.5264705191719337,1,4
20.0,0.7439013089199182,2,3
80,0.723057988698945,5,2
40.0,0.7651620058113466,5,3
0.3125,0.5388739063869106,3,12
640.0,0.6387312908786188,10,7
5.0,0.6617815292685789,9,7
20.0,0.7602921453764504,6,1
40.0,0.5688103686918087,3,5
40,0.7092960154298555,2,2
40.0,0.5426655798067079,5,5
1.25,0.6395532267572688,3,9
160,0.585495167636929,4,3
10.0,0.48638861403318634,4,4
10.0,0.5729294325266427,5,8
20.0,0.6314983318013042,7,6
40.0,0.5939312724528489,10,10
5.0,0.6096650194142764,3,6
40.0,0.5266679538571614,5,3
40.0,0.429482437704347,6,3
5.0,0.7279812939668693,2,3
20,0.6901871129846038,2,0
20.0,0.663183185176862,2,2
20,0.5157853501759275,2,3
40,0.5623464043210923,5,0
80.0,0.7905302292751676,6,4
40.0,0.6345852565878155,5,5
10.0,0.5625225348423402,5,2
10.0,0.51040030085546,2,4
40.0,0.7604937977864419,3,8
10.0,0.5944211453826503,4,5
5.0,0.48104527223777693,3,2
10.0,0.6045087441666827,3,3
20.0,0.6488480409996227,5,4
40.0,0.5672056883122351,4,4
1280,0.6498648244590618,9,2
20.0,0.7022323328865716,4,3
20.0,0.6305697009028536,3,4
160,0.704045277712831,4,0
0.3125,0.4768540697962201,2,8
160,0.8311544405763077,5,8
320,0.6330916541951306,6,4
40.0,0.5975480535765326,10,5
20.0,0.7278160013864862,4,8
40.0,0.6556266497217194,5,2
2.5,0.53461114500431,3,5
10.0,0.5818438136357187,5,8
20.0,0.47947242771542264,4,7
20.0,0.5996125551219756,6,5
5.0,0.6914277658099695,3,5
20.0,0.6039503210297529,4,7
40,0.7445867692789443,2,3
10.0,0.6532024957071447,8,3
5.0,0.6407260883862083,2,3
10.0,0.45607139966808585,4,4
40,0.7015523464901682,4,2
1280,0.7604308640482623,7,4
20.0,0.6130871580871906,7,8
5.0,0.501704015482499,2,6
10.0,0.7028775656871735,3,1
40.0,0.6684371527060543,3,4
20.0,0.5755379740768904,8,7
10.0,0.6033007893949195,1,6
80.0,0.6517015361539853,6,5
20.0,0.7004913539780897,2,9
40,0.6501629878739538,3,4
10.0,0.5512888059126921,2,2
20.0,0.6656916813600385,5,2
80,0.4968384369336752,3,3
10.0,0.48510669059055955,4,5
20.0,0.5984151277508603,2,2
10.0,0.5770876795972129,5,2
40.0,0.685351754709614,5,5
5.0,0.5223740246481487,5,2
2.5,0.542466003673112,5,7
5.0,0.5507069283998998,1,2
40.0,0.7323243024170637,5,10
80,0.7632603934080694,3,3
10.0,0.591972530215855,6,6
20,0.7391413649435422,2,3
5.0,0.6788895318969401,6,6
20.0,0.6486892529482514,4,3
160,0.545574687809505,7,7
20.0,0.6389594118179064,4,4
5.0,0.5888707749531372,4,2
40.0,0.6619332561977417,5,5
40.0,0.42318520863365633,6,4
640,0.7937329924300811,8,3
2.5,0.5504350360185254,3,6
20.0,0.5737279513845759,2,3
10.0,0.6837176534981807,3,3
80,0.7598584713522005,4,5
80.0,0.6450171374801817,4,6
10.0,0.5286903590959608,3,1
40.0,0.6815890990374758,6,5
40.0,0.5760032595549255,6,4
10.0,0.5803888165933715,3,3
5.0,0.5872283162087228,3,5
5.0,0.5111407105709709,0,4
20.0,0.5683692011164374,3,3
40,0.6165508493320866,4,5
160.0,0.5604798990854233,7,4
20.0,0.49787374556940583,6,3
40,0.44969287391718327,4,1
20.0,0.8224212490878909,4,3
10.0,0.5663504649742717,2,3
20,0.5926136449673529,2,2
10,0.5559020103542781,1,2
160.0,0.6251437302415223,9,6
10.0,0.7514026795046153,2,4
20.0,0.5983552817623844,4,4
2560.0,0.7951096863018172,12,8
160,0.5557979088751904,4,5
40.0,0.5872790930145446,4,5
20.0,0.48602219401822233,8,6
2.5,0.5889558456763992,2,7
80.0,0.605522146881334,8,10
20,0.45344470831810685,5,1
5.0,0.481096920731546,3,5
5.0,0.765266987144688,3,8
2.5,0.7147303224775505,3,6
10240,0.797018726569174,10,6
20.0,0.6638858596189731,4,4
40.0,0.6777053731093929,6,5
0.625,0.497815287678734,4,7
10.0,0.5936381044364915,8,6
20.0,0.7439070579520722,5,5
10.0,0.5752772910909564,2,2
20,0.7249928325604078,1,5
20,0.4953812907061099,5,1
80,0.6540573679990406,3,4
1.25,0.5978879640185261,2,5
5.0,0.7221099882874288,1,2
160.0,0.7874748533252519,9,6
5.0,0.5577722463395215,4,9
40.0,0.5915482623174464,3,4
2.5,0.4940472974497725,0,6
2.5,0.5964905071125545,2,9
10.0,0.5136056781918794,5,7
80.0,0.7507580392685348,5,11
1.25,0.5279990294281162,6,9
80,0.7319288667602895,3,8
160.0,0.6249092714120443,11,8
10.0,0.525573372939951,3,4
2.5,0.640836283439302,0,5
20,0.5048504148879899,3,0
160.0,0.6533041082868665,8,3
10.0,0.44942409440810405,4,3
40.0,0.5903549415553233,4,3
40,0.718300271760123,2,4
40.0,0.5424229420002473,7,5
160.0,0.70891595578584,5,2
20.0,0.6096721240032236,4,1
1.25,0.5396492812420731,4,5
1.25,0.4633636724017637,3,7
5.0,0.6195656151187601,3,4
80.0,0.5416124724845672,9,2
1.25,0.7614165882856057,1,6
2.5,0.49832104828819274,2,3
10,0.6424999938461164,2,3
20.0,0.5093597032924406,3,4
1280,0.7468211505242377,8,2
10.0,0.5645726259963602,4,4
1.25,0.5511403041146928,2,4
10.0,0.5769084520893412,4,6
5.0,0.5893357529173355,1,5
1.25,0.5716614904337541,0,6
40.0,0.4174672666614343,5,1
20.0,0.6365138571288478,4,7
1280,0.6963241245890097,9,7
10.0,0.6216651523765626,4,7
80.0,0.7098325075674049,4,2
2.5,0.5102555800666667,7,7
2.5,0.6741412545750473,0,6
2.5,0.6085642848750463,1,6
80.0,0.5641075768887012,8,3
40.0,0.6205213665263996,3,4
10.0,0.583786572143778,2,2
2.5,0.5386954741039025,4,6
40.0,0.6370128394181326,6,5
2.5,0.545191500342276,1,7
40.0,0.5598114825159809,5,4
10.0,0.5945215311501557,2,2
5.0,0.18509856489294002,0,2
80.0,0.5954559578105243,8,3
40.0,0.7614234319793168,5,4
20.0,0.5780616937728847,3,4
10.0,0.516240174140836,5,4
20.0,0.633615592360057,4,5
20,0.6761005972335647,3,2
20.0,0.7297005692081416,4,6
5.0,0.6200503225944266,2,3
10.0,0.6249755656650932,3,1
5.0,0.5769590907224893,5,6
20.0,0.6128655422217173,4,3
20,0.699343833620869,1,0
80.0,0.4809894716121453,5,3
80.0,0.6134049793381013,9,6
10.0,0.7720442098574875,1,4
640.0,0.7633893031031052,7,5
160,0.6351365165652992,6,1
2.5,0.49774498652896004,3,4
2.5,0.5506235262993944,5,10
20.0,0.5446521832181392,2,5
5.0,0.4377029396774893,0,1
1280,0.5911931079016779,7,2
80.0,0.5368375184694298,8,3
2.5,0.448337218376986,4,6
20.0,0.742434140564128,6,4
80.0,0.6966876681456439,5,3
20.0,0.746883946101887,4,6
40,0.6682429252640185,5,2
40,0.5745892432478009,4,2
40.0,0.45582596801476927,8,2
20.0,0.5501666926482585,2,3
5.0,0.4974514061766385,2,7
80,0.8268258497566965,4,4
20,0.6035441920463241,2,1
10.0,0.6865905566140265,3,4
20,0.5788854554118186,3,1
20.0,0.6371162982418509,4,3
20.0,0.7518646613120766,4,3
5.0,0.5782553431890077,2,5
20.0,0.6344517803739426,2,2
10,0.5884122355732138,2,2
10.0,0.6299436123253981,4,6
1.25,0.7477167698650604,3,8
20.0,0.5274976663164648,4,4
10.0,0.5572659670412938,2,4
2.5,0.6296500267978455,2,4
40.0,0.5629901073862015,6,2
10.0,0.5521501509437701,4,3
20.0,0.604046320549951,5,5
5.0,0.5756928288267181,7,9
20.0,0.5022225445217472,4,6
80.0,0.568834712927371,5,5
1.25,0.49102686063839557,3,5
20.0,0.5505748457128481,4,4
40.0,0.533385995345128,4,3
10.0,0.6308592727650574,3,5
5.0,0.4725717793260992,3,4
10.0,0.528954567151364,4,5
5.0,0.7075962723566406,5,7
40.0,0.5935384650002332,7,6
2560,0.6546496622943357,9,0
40,0.6918380677118015,2,6
80,0.7793770386445464,4,2
80,0.8187793270030455,7,4
1.25,0.5121459473525768,1,6
80,0.8415175423933993,4,7
5.0,0.5822501571915956,5,7
20.0,0.5883009913101608,3,2
20.0,0.5615992612004465,6,3
10.0,0.7285037337962667,3,5
2.5,0.617249358193084,1,3
160.0,0.6289323180723532,6,2
2.5,0.4861579387573216,0,3
40,0.4555550458760431,5,2
5.0,0.6797404252840111,2,7
2.5,0.6843394142792009,4,6
20,0.6883554375835832,2,4
80,0.7011970557235512,3,0
0.15625,0.5429893430090036,5,13
20.0,0.4526446037217661,5,6
40.0,0.5444484047684406,8,4
10.0,0.6541507169721107,6,10
20.0,0.6309989483335593,2,4
2.5,0.38019731449837724,2,4
80,0.7846272522041206,3,4
5.0,0.4974429982550999,2,6
5.0,0.41041452316192306,2,3
40.0,0.5557062257366661,7,5
5.0,0.4845274968761695,4,3
2.5,0.3325697427369682,3,3
40,0.6585065286872245,2,3
10.0,0.7109535737673531,2,3
20,0.7576160222916882,3,0
20.0,0.6198480324844181,2,2
20.0,0.5794468054318244,8,6
40,0.7484384873107334,3,4
10.0,0.5467840553447325,5,7
40.0,0.7208454447741239,6,5
80.0,0.7493486934790208,5,3
20.0,0.5972577132897472,3,5
80.0,0.6250078001916421,7,4
160.0,0.7336677589180948,8,4
0.625,0.453811001300784,3,6
5.0,0.6656980536902276,5,2
40.0,0.7027493863257914,3,4
10.0,0.48534847004139575,4,4
40.0,0.6348073753071233,6,8
80.0,0.6422291070265332,10,5
2.5,0.43106661907903576,4,4
40.0,0.6431558646235219,4,3
80.0,0.5423508815165574,5,3
10.0,0.4646167875516525,3,3
40.0,0.6589021004446645,4,5
640,0.6215318373230454,13,5
2.5,0.5609292735025729,3,5
20.0,0.49381896302205597,9,5
5.0,0.44890640272964755,3,5
10,0.5553364858161223,0,1
5.0,0.5853696578271514,1,4
40,0.6709114427061896,3,3
40.0,0.3755716426119412,4,2
0.625,0.4866420820952262,5,10
40.0,0.6697292594884959,5,2
20.0,0.5539769699238593,3,6
2.5,0.5809759474989923,2,4
20.0,0.5014377952383293,5,5
40.0,0.5588951585090595,6,2
80.0,0.5046690800020014,5,4
1.25,0.6699953353727306,0,4
160.0,0.6574776443596551,11,6
40.0,0.5725029353216283,5,5
20.0,0.552961449991338,3,3
40.0,0.6861806667178402,4,2
10.0,0.6144235516248066,1,3
10.0,0.6364343872532645,5,8
10.0,0.5623305284928415,3,3
40.0,0.6337522524144641,6,5
5.0,0.6138678342808283,1,3
5.0,0.5654290227117216,1,2
20.0,0.6347107960713518,4,1
20.0,0.7030989687199185,7,2
40.0,0.5965207841005912,5,2
10.0,0.4691144387557658,3,4
640,0.6573144142783457,12,3
20.0,0.6743238293874048,3,2
80,0.6088565936833644,6,2
1.25,0.5654712091350069,3,10
10.0,0.6112512968630758,3,3
320,0.8189848742989554,5,2
5.0,0.6006558675022717,4,6
160.0,0.6881464277659736,10,6
160,0.5759354378094601,4,6
5.0,0.46218972343911424,1,5
320,0.5570250256955293,5,7
10.0,0.48143361298047893,2,3
10.0,0.5004557417943446,3,4
2.5,0.5526735631145788,1,7
40.0,0.6895280339845375,5,4
40.0,0.5708489064208837,4,3
40.0,0.6710793786164888,6,4
640,0.7568575576511111,8,6
2.5,0.6122060091410821,1,3
160.0,0.6085713872436068,7,2
2.5,0.5690118398891962,1,7
2.5,0.498381645296915,3,3
20.0,0.5477096758667591,3,5
80.0,0.6881795475848581,6,3
40.0,0.539378545824365,5,4
20.0,0.48217074359325174,3,1
5.0,0.6351843753910139,1,7
40.0,0.5781878380794703,7,4
20.0,0.550874778084862,3,2
5.0,0.558135607916764,6,6
20,0.4502070470256141,1,1
80.0,0.4930276862939671,7,3
160.0,0.6131805861085666,7,4
20.0,0.7248009678103438,3,4
20,0.6289077904914152,2,3
5.0,0.5837681062305963,2,6
80.0,0.5947298380260073,7,4
160.0,0.7199117502083402,5,3
20,0.6089343601812299,1,2
10.0,0.5194812532763761,4,4
20.0,0.7042592480748731,3,7
20.0,0.6337211945142975,5,6
20.0,0.5658212256874731,5,2
10.0,0.38274705592459934,4,2
40.0,0.5172264794472076,8,4
10.0,0.5064605814989176,4,4
80,0.5245775450202503,8,4
0.3125,0.42557699275909144,4,10
40.0,0.5342503389474377,4,2
80,0.7215939293429761,3,3
80,0.8285344791441501,3,6
80,0.591259580229003,4,5
2.5,0.4487897018377697,7,5
5.0,0.4188086286935986,1,3
40.0,0.6727768026932044,4,4
20.0,0.6090530317722677,3,4
80,0.6730002023823138,5,1
2.5,0.5501977269525886,2,3
40.0,0.6780594414764858,4,6
80.0,0.6435419792857209,9,9
20.0,0.6242957834557704,5,2
80,0.5721780599307729,6,2
2.5,0.6376865287760647,3,9
40,0.5690851729410796,3,3
40,0.4958841602864391,6,0
40.0,0.6244565141257048,4,3
2.5,0.5506421839789061,2,4
640.0,0.6467982280969626,10,3
5.0,0.40612230338923416,5,8
5.0,0.5593604351078547,2,3
40.0,0.5041455395536476,7,4
2.5,0.476132695232309,4,5
10.0,0.5739268483459428,3,6
2.5,0.5233593872254099,0,5
5.0,0.5705365479170803,3,5
40.0,0.5912832040960082,5,4
10.0,0.5567079173182728,4,5
1.25,0.3522519044561836,6,5
